gene,condition,cluster,manual_annotation,best_described_by,condition_specificity
DCP2,Rest,16,DCP2/DDX6 complex,mRNA decay by 5 to 3 exoribonuclease,across_condition
DDX6,Stim48hr,16,DCP2/DDX6 complex,mRNA decay by 5 to 3 exoribonuclease,across_condition
DDX6,Stim8hr,16,DCP2/DDX6 complex,mRNA decay by 5 to 3 exoribonuclease,across_condition
UBE2I,Stim48hr,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
UBR1,Stim48hr,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
ZNF274,Rest,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
UBE2I,Stim8hr,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
SETDB1,Stim48hr,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
UBR1,Stim8hr,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
ZNF274,Stim48hr,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
SETDB1,Stim8hr,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
UBR1,Rest,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
ATF7IP2,Stim48hr,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
SETDB1,Rest,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
UBE2I,Rest,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
ZNF274,Stim8hr,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
ATF7IP2,Rest,17,genome defense,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",across_condition
HNRNPA1,Stim48hr,18,share bidirectional promoter,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
CBX5,Stim48hr,18,share bidirectional promoter,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
HNRNPA1,Rest,18,share bidirectional promoter,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
HNRNPA1,Stim8hr,18,share bidirectional promoter,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
CBX5,Stim8hr,18,share bidirectional promoter,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
RELL2,Rest,19,NCOR/HDAC3 complex,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",across_condition
ATXN2L,Rest,19,NCOR/HDAC3 complex,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",across_condition
TBL1XR1,Rest,19,NCOR/HDAC3 complex,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",across_condition
NCOR1,Stim8hr,19,NCOR/HDAC3 complex,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",across_condition
TBL1XR1,Stim8hr,19,NCOR/HDAC3 complex,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",across_condition
ATXN2L,Stim48hr,19,NCOR/HDAC3 complex,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",across_condition
ATXN2L,Stim8hr,19,NCOR/HDAC3 complex,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",across_condition
LSM12,Rest,19,NCOR/HDAC3 complex,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",across_condition
NCOR1,Rest,19,NCOR/HDAC3 complex,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",across_condition
HDAC3,Stim8hr,19,NCOR/HDAC3 complex,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",across_condition
LSM12,Stim8hr,19,NCOR/HDAC3 complex,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",across_condition
RELL2,Stim8hr,19,NCOR/HDAC3 complex,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",across_condition
LEO1,Rest,20,PAF1 complex,"Transcription elongation factor complex, and RNA polymerase II, core complex",across_condition
SKIC8,Stim48hr,20,PAF1 complex,"Transcription elongation factor complex, and RNA polymerase II, core complex",across_condition
LEO1,Stim8hr,20,PAF1 complex,"Transcription elongation factor complex, and RNA polymerase II, core complex",across_condition
CDK13,Stim8hr,20,PAF1 complex,"Transcription elongation factor complex, and RNA polymerase II, core complex",across_condition
CDK13,Stim48hr,20,PAF1 complex,"Transcription elongation factor complex, and RNA polymerase II, core complex",across_condition
LEO1,Stim48hr,20,PAF1 complex,"Transcription elongation factor complex, and RNA polymerase II, core complex",across_condition
SKIC8,Rest,20,PAF1 complex,"Transcription elongation factor complex, and RNA polymerase II, core complex",across_condition
SKIC8,Stim8hr,20,PAF1 complex,"Transcription elongation factor complex, and RNA polymerase II, core complex",across_condition
PLAT,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
COG5,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ATXN7L3,Rest,21,TCR signaling,Arp2/3 protein complex,Stim8hr
EML2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
USP22,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
RAC2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CAMSAP1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
LCK,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
RAB19,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
DCAF11,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
TMEM205,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ACTR2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
FAM204A,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
NUDCD1,Rest,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CDS2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
NUDCD1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SYK,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CD28,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SCAF4,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ZNF790,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CRIPT,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
FZD6,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
PTPRC,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SENP1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ATXN7L3,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
UBL7,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
BCL10,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
KIDINS220,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
BRPF1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ATP2A3,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
PPP3R1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SKIC2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
WAS,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
AIRIM,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
TMX1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SLC3A2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
IKZF1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
PIGB,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SPTLC2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CBLL1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
PHF19,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SRP9,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
DIPK1A,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SHOC2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
FLVCR2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
UBE2E2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
EIF4G2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
MEMO1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
LRBA,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
KIF16B,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SLC7A6,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ZSCAN23,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
UHRF1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
RAVER1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
TASOR,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
MED23,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SRP14,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ARID4B,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ING5,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
PDIA3,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
KCTD21,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
HACD4,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
DZIP1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ANKRD61,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
MCFD2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
HSD17B12,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CALCOCO2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
BCAP29,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
KAT6A,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
TLN1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SNAP29,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
WAPL,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
DDX60L,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
TBX22,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ARPC2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ERCC6L2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
EFR3A,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
YIPF1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
FITM2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
STIM1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CDIPT,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ARPC3,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ABHD17A,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
NCBP3,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
PGGT1B,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
HELT,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
TTC7A,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
COP1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
PPP1R10,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CYB5R4,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SPATA33,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
MTA3,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CYB561D2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
PEX5,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
TSC1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
NFATC2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ITK,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
APPL2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
RBM33,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
LRIG1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
TTF1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
GPRASP1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
NATD1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
NDFIP2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
DTX4,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
RNF19B,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
NKAPD1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SACM1L,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
BLOC1S4,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
TMED9,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
TXNL1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
XPR1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
NABP1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ATP2A2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
PLEK2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
TSC2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
MBD2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
HEXD,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CHURC1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
SOS2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ARHGAP27,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
PLIN4,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
VPS35,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
UBIAD1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
GPR137,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
DNAJC8,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
ORAI1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CARMIL2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
THAP12,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
MALT1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
VPS29,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CARD11,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
MBD5,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
COG6,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
RREB1,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
CD2,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
C8orf82,Stim8hr,21,TCR signaling,Arp2/3 protein complex,Stim8hr
PLCG1,Stim8hr,22,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim8hr_Stim48hr
CD247,Stim8hr,22,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim8hr_Stim48hr
LCP2,Stim8hr,22,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim8hr_Stim48hr
ZAP70,Stim8hr,22,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim8hr_Stim48hr
CD3G,Stim8hr,22,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim8hr_Stim48hr
VAV1,Stim8hr,22,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim8hr_Stim48hr
ZBED3,Stim8hr,22,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim8hr_Stim48hr
BCAT2,Stim8hr,22,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim8hr_Stim48hr
CD3D,Stim8hr,22,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim8hr_Stim48hr
CD3E,Stim8hr,22,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim8hr_Stim48hr
LAT,Stim8hr,22,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim8hr_Stim48hr
C1D,Stim8hr,23,RNA exosome,Nuclear exosome (RNase complex),across_condition
FAM161A,Stim8hr,23,RNA exosome,Nuclear exosome (RNase complex),across_condition
BCKDHA,Stim8hr,23,RNA exosome,Nuclear exosome (RNase complex),across_condition
EXOSC1,Stim8hr,23,RNA exosome,Nuclear exosome (RNase complex),across_condition
ZFC3H1,Stim48hr,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
THAP2,Rest,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
THAP2,Stim8hr,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
ZFC3H1,Rest,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
ZFC3H1,Stim8hr,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
ZC3H3,Rest,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
THAP2,Stim48hr,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
GPAA1,Stim8hr,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
ZNF330,Stim48hr,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
ZC3H3,Stim8hr,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
ZDHHC3,Stim8hr,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
ZC3H3,Stim48hr,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
ZCCHC8,Stim8hr,24,unknown,"Exosome (RNase complex), and TRAMP complex",across_condition
KMT2C,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
PAN3,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
GP9,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
SBNO1,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
EIF4B,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
UFC1,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
TPD52,Stim8hr,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
HEXD,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
GATA3,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
PROX2,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
ZBED1,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
DNTTIP1,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
TPD52,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
GATA3,Stim48hr,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
NEUROD2,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
TM2D1,Rest,25,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
PFAS,Rest,26,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Rest
CDCA3,Rest,26,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Rest
XPR1,Rest,26,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Rest
NSD1,Stim8hr,26,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Rest
RAB27B,Rest,26,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Rest
ETV2,Rest,26,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Rest
PHF3,Rest,26,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Rest
PLOD3,Rest,26,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Rest
LIN37,Stim8hr,26,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Rest
